system_time_iso,frame_number,num_tlvs,tlv_types_hex,vital_count,total_packet_len
2026-06-02T14:48:58.108,21,4,0x3fc;0x3f2;0x3f3;0x3fd,0,259
2026-06-02T14:48:58.108,22,4,0x3fc;0x3f2;0x3f3;0x3fd,0,342
2026-06-02T14:48:58.321,23,4,0x3fc;0x3f2;0x3f3;0x3fd,0,616
2026-06-02T14:48:58.321,24,4,0x3fc;0x3f2;0x3f3;0x3fd,0,753
2026-06-02T14:48:58.524,25,4,0x3fc;0x3f2;0x3f3;0x3fd,0,606
2026-06-02T14:48:58.524,26,4,0x3fc;0x3f2;0x3f3;0x3fd,0,498
2026-06-02T14:48:58.727,27,4,0x3fc;0x3f2;0x3f3;0x3fd,0,391
2026-06-02T14:48:58.728,28,4,0x3fc;0x3f2;0x3f3;0x3fd,0,779
2026-06-02T14:48:58.728,29,4,0x3fc;0x3f2;0x3f3;0x3fd,0,701
2026-06-02T14:48:58.931,30,4,0x3fc;0x3f2;0x3f3;0x3fd,0,501
2026-06-02T14:48:58.931,31,4,0x3fc;0x3f2;0x3f3;0x3fd,0,398
2026-06-02T14:48:59.136,32,5,0x3fc;0x3f2;0x3f3;0x3fd;0x410,1,532
2026-06-02T14:48:59.136,33,4,0x3fc;0x3f2;0x3f3;0x3fd,0,284
2026-06-02T14:48:59.339,34,4,0x3fc;0x3f2;0x3f3;0x3fd,0,255
2026-06-02T14:48:59.339,35,4,0x3fc;0x3f2;0x3f3;0x3fd,0,261
2026-06-02T14:48:59.339,36,4,0x3fc;0x3f2;0x3f3;0x3fd,0,262
2026-06-02T14:48:59.554,37,4,0x3fc;0x3f2;0x3f3;0x3fd,0,278
2026-06-02T14:48:59.554,38,4,0x3fc;0x3f2;0x3f3;0x3fd,0,240
2026-06-02T14:48:59.756,39,4,0x3fc;0x3f2;0x3f3;0x3fd,0,443
2026-06-02T14:48:59.756,40,4,0x3fc;0x3f2;0x3f3;0x3fd,0,365
2026-06-02T14:48:59.960,41,4,0x3fc;0x3f2;0x3f3;0x3fd,0,352
2026-06-02T14:48:59.960,42,4,0x3fc;0x3f2;0x3f3;0x3fd,0,408
2026-06-02T14:49:00.163,43,4,0x3fc;0x3f2;0x3f3;0x3fd,0,263
2026-06-02T14:49:00.163,44,4,0x3fc;0x3f2;0x3f3;0x3fd,0,236
2026-06-02T14:49:00.164,45,4,0x3fc;0x3f2;0x3f3;0x3fd,0,243
2026-06-02T14:49:00.367,46,4,0x3fc;0x3f2;0x3f3;0x3fd,0,244
2026-06-02T14:49:00.367,47,4,0x3fc;0x3f2;0x3f3;0x3fd,0,244
2026-06-02T14:49:00.583,48,5,0x3fc;0x3f2;0x3f3;0x3fd;0x410,1,388
2026-06-02T14:49:00.583,49,4,0x3fc;0x3f2;0x3f3;0x3fd,0,260
2026-06-02T14:49:00.787,50,4,0x3fc;0x3f2;0x3f3;0x3fd,0,286
2026-06-02T14:49:00.788,51,4,0x3fc;0x3f2;0x3f3;0x3fd,0,257
2026-06-02T14:49:00.788,52,4,0x3fc;0x3f2;0x3f3;0x3fd,0,269
2026-06-02T14:49:00.989,53,4,0x3fc;0x3f2;0x3f3;0x3fd,0,295
2026-06-02T14:49:00.989,54,4,0x3fc;0x3f2;0x3f3;0x3fd,0,266
2026-06-02T14:49:01.192,55,4,0x3fc;0x3f2;0x3f3;0x3fd,0,254
2026-06-02T14:49:01.192,56,4,0x3fc;0x3f2;0x3f3;0x3fd,0,277
2026-06-02T14:49:01.393,57,4,0x3fc;0x3f2;0x3f3;0x3fd,0,288
2026-06-02T14:49:01.393,58,4,0x3fc;0x3f2;0x3f3;0x3fd,0,289
2026-06-02T14:49:01.597,59,4,0x3fc;0x3f2;0x3f3;0x3fd,0,281
2026-06-02T14:49:01.597,60,4,0x3fc;0x3f2;0x3f3;0x3fd,0,400
2026-06-02T14:49:01.598,61,4,0x3fc;0x3f2;0x3f3;0x3fd,0,295
2026-06-02T14:49:01.800,62,4,0x3fc;0x3f2;0x3f3;0x3fd,0,320
2026-06-02T14:49:01.800,63,4,0x3fc;0x3f2;0x3f3;0x3fd,0,365
2026-06-02T14:49:02.006,64,5,0x3fc;0x3f2;0x3f3;0x3fd;0x410,1,514
2026-06-02T14:49:02.006,65,4,0x3fc;0x3f2;0x3f3;0x3fd,0,306
2026-06-02T14:49:02.208,66,4,0x3fc;0x3f2;0x3f3;0x3fd,0,426
2026-06-02T14:49:02.208,67,4,0x3fc;0x3f2;0x3f3;0x3fd,0,642
2026-06-02T14:49:02.409,68,4,0x3fc;0x3f2;0x3f3;0x3fd,0,363
2026-06-02T14:49:02.409,69,4,0x3fc;0x3f2;0x3f3;0x3fd,0,429
2026-06-02T14:49:02.409,70,4,0x3fc;0x3f2;0x3f3;0x3fd,0,562
2026-06-02T14:49:02.612,71,4,0x3fc;0x3f2;0x3f3;0x3fd,0,537
2026-06-02T14:49:02.612,72,4,0x3fc;0x3f2;0x3f3;0x3fd,0,540
2026-06-02T14:49:02.816,73,4,0x3fc;0x3f2;0x3f3;0x3fd,0,933
2026-06-02T14:49:02.816,74,3,0x3f2;0x3f3;0x3fd,0,266
2026-06-02T14:49:03.017,75,3,0x3fc;0x3f2;0x3fd,0,304
