system_time_iso,frame_number,num_tlvs,tlv_types_hex,vital_count,total_packet_len
2026-06-02T14:23:51.795,21,2,0x3fc;0x3fd,0,160
2026-06-02T14:23:51.795,22,1,0x3fd,0,52
2026-06-02T14:23:51.999,23,1,0x3fd,0,52
2026-06-02T14:23:51.999,24,1,0x3fd,0,52
2026-06-02T14:23:52.202,25,1,0x3fd,0,52
2026-06-02T14:23:52.202,26,1,0x3fd,0,52
2026-06-02T14:23:52.405,27,1,0x3fd,0,52
2026-06-02T14:23:52.405,28,1,0x3fd,0,52
2026-06-02T14:23:52.405,29,1,0x3fd,0,52
2026-06-02T14:23:52.606,30,1,0x3fd,0,52
2026-06-02T14:23:52.606,31,2,0x3fc;0x3fd,0,168
2026-06-02T14:23:52.810,32,3,0x3fc;0x3fd;0x410,1,312
2026-06-02T14:23:52.811,33,1,0x3fd,0,52
2026-06-02T14:23:53.014,34,1,0x3fd,0,52
2026-06-02T14:23:53.014,35,1,0x3fd,0,52
2026-06-02T14:23:53.217,36,2,0x3fc;0x3fd,0,88
2026-06-02T14:23:53.217,37,2,0x3fc;0x3fd,0,104
2026-06-02T14:23:53.217,38,2,0x3fc;0x3fd,0,96
2026-06-02T14:23:53.419,39,2,0x3fc;0x3fd,0,120
2026-06-02T14:23:53.419,40,2,0x3fc;0x3fd,0,96
2026-06-02T14:23:53.621,41,1,0x3fd,0,52
2026-06-02T14:23:53.621,42,2,0x3fc;0x3fd,0,88
2026-06-02T14:23:53.823,43,1,0x3fd,0,52
2026-06-02T14:23:53.823,44,1,0x3fd,0,52
2026-06-02T14:23:54.026,45,1,0x3fd,0,52
2026-06-02T14:23:54.026,46,1,0x3fd,0,52
2026-06-02T14:23:54.026,47,2,0x3fc;0x3fd,0,104
2026-06-02T14:23:54.229,48,3,0x3fc;0x3fd;0x410,1,248
2026-06-02T14:23:54.229,49,1,0x3fd,0,52
2026-06-02T14:23:54.429,50,1,0x3fd,0,52
2026-06-02T14:23:54.429,51,1,0x3fd,0,52
2026-06-02T14:23:54.645,52,1,0x3fd,0,52
2026-06-02T14:23:54.645,53,2,0x3fc;0x3fd,0,168
2026-06-02T14:23:54.645,54,1,0x3fd,0,52
2026-06-02T14:23:54.850,55,2,0x3fc;0x3fd,0,96
2026-06-02T14:23:54.850,56,2,0x3fc;0x3fd,0,96
2026-06-02T14:23:55.052,57,1,0x3fd,0,52
2026-06-02T14:23:55.052,58,1,0x3fd,0,52
2026-06-02T14:23:55.255,59,1,0x3fd,0,52
2026-06-02T14:23:55.255,60,1,0x3fd,0,52
2026-06-02T14:23:55.459,61,1,0x3fd,0,52
2026-06-02T14:23:55.459,62,1,0x3fd,0,52
2026-06-02T14:23:55.662,63,2,0x3fc;0x3fd,0,96
2026-06-02T14:23:55.662,64,3,0x3fc;0x3fd;0x410,1,240
2026-06-02T14:23:55.662,65,1,0x3fd,0,52
2026-06-02T14:23:55.865,66,2,0x3fc;0x3fd,0,96
2026-06-02T14:23:55.865,67,1,0x3fd,0,52
2026-06-02T14:23:56.068,68,1,0x3fd,0,52
2026-06-02T14:23:56.068,69,1,0x3fd,0,52
2026-06-02T14:23:56.271,70,2,0x3fc;0x3fd,0,304
2026-06-02T14:23:56.271,71,2,0x3fc;0x3fd,0,88
2026-06-02T14:23:56.271,72,1,0x3fd,0,52
2026-06-02T14:23:56.472,73,2,0x3fc;0x3fd,0,96
2026-06-02T14:23:56.472,74,1,0x3fd,0,52
2026-06-02T14:23:56.675,75,1,0x3fd,0,52
2026-06-02T14:23:56.675,76,1,0x3fd,0,52
2026-06-02T14:23:56.879,77,2,0x3fc;0x3fd,0,240
2026-06-02T14:23:56.879,78,4,0x3fc;0x3f2;0x3f3;0x3fd,0,356
2026-06-02T14:23:57.082,79,3,0x3f2;0x3f3;0x3fd,0,196
2026-06-02T14:23:57.082,80,3,0x3f2;0x3fd;0x410,1,316
2026-06-02T14:23:57.082,81,2,0x3f2;0x3fd,0,172
2026-06-02T14:23:57.285,82,1,0x3fd,0,52
2026-06-02T14:23:57.285,83,1,0x3fd,0,52
