system_time_iso,frame_number,num_tlvs,tlv_types_hex,vital_count,total_packet_len
2026-06-02T15:11:15.679,20,2,0x3fc;0x3fd,0,104
2026-06-02T15:11:15.679,21,2,0x3fc;0x3fd,0,144
2026-06-02T15:11:15.679,22,2,0x3fc;0x3fd,0,96
2026-06-02T15:11:15.880,23,2,0x3fc;0x3fd,0,104
2026-06-02T15:11:15.880,24,1,0x3fd,0,52
2026-06-02T15:11:16.083,25,1,0x3fd,0,52
2026-06-02T15:11:16.083,26,2,0x3fc;0x3fd,0,112
2026-06-02T15:11:16.284,27,2,0x3fc;0x3fd,0,136
2026-06-02T15:11:16.284,28,2,0x3fc;0x3fd,0,128
2026-06-02T15:11:16.489,29,2,0x3fc;0x3fd,0,216
2026-06-02T15:11:16.489,30,2,0x3fc;0x3fd,0,168
2026-06-02T15:11:16.489,31,1,0x3fd,0,52
2026-06-02T15:11:16.692,32,2,0x3fd;0x410,1,196
2026-06-02T15:11:16.693,33,2,0x3fc;0x3fd,0,168
2026-06-02T15:11:16.894,34,2,0x3fc;0x3fd,0,128
2026-06-02T15:11:16.894,35,2,0x3fc;0x3fd,0,120
2026-06-02T15:11:17.096,36,2,0x3fc;0x3fd,0,120
2026-06-02T15:11:17.096,37,2,0x3fc;0x3fd,0,120
2026-06-02T15:11:17.297,38,2,0x3fc;0x3fd,0,128
2026-06-02T15:11:17.297,39,2,0x3fc;0x3fd,0,96
2026-06-02T15:11:17.297,40,2,0x3fc;0x3fd,0,136
2026-06-02T15:11:17.499,41,2,0x3fc;0x3fd,0,96
2026-06-02T15:11:17.499,42,2,0x3fc;0x3fd,0,208
2026-06-02T15:11:17.701,43,2,0x3fc;0x3fd,0,112
2026-06-02T15:11:17.701,44,2,0x3fc;0x3fd,0,104
2026-06-02T15:11:17.902,45,2,0x3fc;0x3fd,0,104
2026-06-02T15:11:17.902,46,2,0x3fc;0x3fd,0,96
2026-06-02T15:11:18.104,47,2,0x3fc;0x3fd,0,96
2026-06-02T15:11:18.104,48,3,0x3fc;0x3fd;0x410,1,240
2026-06-02T15:11:18.104,49,1,0x3fd,0,52
2026-06-02T15:11:18.306,50,2,0x3fc;0x3fd,0,96
2026-06-02T15:11:18.306,51,2,0x3fc;0x3fd,0,104
2026-06-02T15:11:18.508,52,2,0x3fc;0x3fd,0,112
2026-06-02T15:11:18.508,53,2,0x3fc;0x3fd,0,152
2026-06-02T15:11:18.711,54,1,0x3fd,0,52
2026-06-02T15:11:18.711,55,1,0x3fd,0,52
2026-06-02T15:11:18.913,56,2,0x3fc;0x3fd,0,88
2026-06-02T15:11:18.913,57,1,0x3fd,0,52
2026-06-02T15:11:18.913,58,2,0x3fc;0x3fd,0,128
2026-06-02T15:11:19.114,59,2,0x3fc;0x3fd,0,120
2026-06-02T15:11:19.114,60,2,0x3fc;0x3fd,0,152
2026-06-02T15:11:19.316,61,2,0x3fc;0x3fd,0,152
2026-06-02T15:11:19.316,62,2,0x3fc;0x3fd,0,144
2026-06-02T15:11:19.518,63,2,0x3fc;0x3fd,0,200
2026-06-02T15:11:19.518,64,3,0x3fc;0x3fd;0x410,1,344
2026-06-02T15:11:19.721,65,2,0x3fc;0x3fd,0,96
2026-06-02T15:11:19.721,66,2,0x3fc;0x3fd,0,120
2026-06-02T15:11:19.721,67,2,0x3fc;0x3fd,0,112
2026-06-02T15:11:19.923,68,1,0x3fd,0,52
2026-06-02T15:11:19.923,69,2,0x3fc;0x3fd,0,96
2026-06-02T15:11:20.125,70,2,0x3fc;0x3fd,0,96
2026-06-02T15:11:20.125,71,1,0x3fd,0,52
2026-06-02T15:11:20.327,72,2,0x3fc;0x3fd,0,112
2026-06-02T15:11:20.327,73,2,0x3fc;0x3fd,0,96
2026-06-02T15:11:20.527,74,2,0x3fc;0x3fd,0,248
2026-06-02T15:11:20.527,75,2,0x3fc;0x3fd,0,120
2026-06-02T15:11:20.527,76,2,0x3fc;0x3fd,0,120
2026-06-02T15:11:20.731,77,2,0x3fc;0x3fd,0,128
2026-06-02T15:11:20.731,78,2,0x3fc;0x3fd,0,88
2026-06-02T15:11:20.934,79,1,0x3fd,0,52
2026-06-02T15:11:20.934,80,2,0x3fd;0x410,1,196
2026-06-02T15:11:21.137,81,1,0x3fd,0,52
2026-06-02T15:11:21.137,82,1,0x3fd,0,52
2026-06-02T15:11:21.338,83,2,0x3fc;0x3fd,0,104
2026-06-02T15:11:21.338,84,2,0x3fc;0x3fd,0,248
2026-06-02T15:11:21.541,85,2,0x3fc;0x3fd,0,616
2026-06-02T15:11:21.541,86,2,0x3fc;0x3fd,0,96
2026-06-02T15:11:21.541,87,2,0x3fc;0x3fd,0,136
2026-06-02T15:11:21.744,88,2,0x3fc;0x3fd,0,112
2026-06-02T15:11:21.744,89,2,0x3fc;0x3fd,0,104
2026-06-02T15:11:21.948,90,2,0x3fc;0x3fd,0,120
2026-06-02T15:11:21.948,91,2,0x3fc;0x3fd,0,128
2026-06-02T15:11:22.149,92,2,0x3fc;0x3fd,0,136
2026-06-02T15:11:22.149,93,2,0x3fc;0x3fd,0,104
2026-06-02T15:11:22.149,94,2,0x3fc;0x3fd,0,112
2026-06-02T15:11:22.350,95,2,0x3fc;0x3fd,0,176
2026-06-02T15:11:22.553,96,3,0x3fc;0x3fd;0x410,1,320
2026-06-02T15:11:22.553,97,2,0x3fc;0x3fd,0,112
2026-06-02T15:11:22.553,98,2,0x3fc;0x3fd,0,120
2026-06-02T15:11:22.754,99,2,0x3fc;0x3fd,0,120
2026-06-02T15:11:22.754,100,2,0x3fc;0x3fd,0,128
2026-06-02T15:11:22.958,101,2,0x3fc;0x3fd,0,104
2026-06-02T15:11:22.958,102,2,0x3fc;0x3fd,0,104
2026-06-02T15:11:22.958,103,2,0x3fc;0x3fd,0,176
2026-06-02T15:11:23.160,104,1,0x3fd,0,52
2026-06-02T15:11:23.160,105,1,0x3fd,0,52
2026-06-02T15:11:23.363,106,2,0x3fc;0x3fd,0,344
